DATE_ID,DATE_DAY,DATE_WEEK,DATE_MONTH,DATE_QUARTER,DATE_YEAR,DAY_OF_MONTH,DAY_OF_WEEK_NUMBER,DAY_OF_WEEK_NAME,DAY_OF_WEEK_ABBREVIATION,DAY_OF_WEEK_LETTER,WEEK_NUMBER,WEEK_NAME,WEEK_ABBREVIATION,WEEK_WITH_YEAR,WEEK_YEAR,WEEK_STARTED_ON,WEEK_ENDED_ON,MONTH_NUMBER,MONTH_NAME,MONTH_ABBREVIATION,MONTH_WITH_YEAR,MONTH_STARTED_ON,MONTH_ENDED_ON,QUARTER_NUMBER,DAY_OF_QUARTER,QUARTER_WITH_YEAR,QUARTER_NAME,QUARTER_ABBREVIATION,QUARTER_STARTED_ON,QUARTER_ENDED_ON,DAY_YEAR,DAY_OF_YEAR,YEAR_STARTED_ON,YEAR_ENDED_ON,IS_WEEKEND,IS_FEDERAL_HOLIDAY,IS_FLEETIO_HOLIDAY,HOLIDAY_NAME
2021-03-17,2021-03-17,2021-03-15,2021-03-01,2021-01-01,2021-01-01,17,3,Wednesday,Wed,W,11,Week 11,W11,2021-11,2021,2021-03-15,2021-03-21,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,76,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,76,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-03-18,2021-03-18,2021-03-15,2021-03-01,2021-01-01,2021-01-01,18,4,Thursday,Thur,R,11,Week 11,W11,2021-11,2021,2021-03-15,2021-03-21,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,77,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,77,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-03-19,2021-03-19,2021-03-15,2021-03-01,2021-01-01,2021-01-01,19,5,Friday,Fri,F,11,Week 11,W11,2021-11,2021,2021-03-15,2021-03-21,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,78,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,78,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-03-20,2021-03-20,2021-03-15,2021-03-01,2021-01-01,2021-01-01,20,6,Saturday,Sat,S,11,Week 11,W11,2021-11,2021,2021-03-15,2021-03-21,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,79,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,79,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-03-21,2021-03-21,2021-03-15,2021-03-01,2021-01-01,2021-01-01,21,7,Sunday,Sun,S,11,Week 11,W11,2021-11,2021,2021-03-15,2021-03-21,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,80,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,80,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-03-22,2021-03-22,2021-03-22,2021-03-01,2021-01-01,2021-01-01,22,1,Monday,Mon,M,12,Week 12,W12,2021-12,2021,2021-03-22,2021-03-28,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,81,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,81,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-03-23,2021-03-23,2021-03-22,2021-03-01,2021-01-01,2021-01-01,23,2,Tuesday,Tue,T,12,Week 12,W12,2021-12,2021,2021-03-22,2021-03-28,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,82,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,82,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-03-24,2021-03-24,2021-03-22,2021-03-01,2021-01-01,2021-01-01,24,3,Wednesday,Wed,W,12,Week 12,W12,2021-12,2021,2021-03-22,2021-03-28,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,83,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,83,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-03-25,2021-03-25,2021-03-22,2021-03-01,2021-01-01,2021-01-01,25,4,Thursday,Thur,R,12,Week 12,W12,2021-12,2021,2021-03-22,2021-03-28,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,84,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,84,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-03-26,2021-03-26,2021-03-22,2021-03-01,2021-01-01,2021-01-01,26,5,Friday,Fri,F,12,Week 12,W12,2021-12,2021,2021-03-22,2021-03-28,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,85,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,85,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-03-27,2021-03-27,2021-03-22,2021-03-01,2021-01-01,2021-01-01,27,6,Saturday,Sat,S,12,Week 12,W12,2021-12,2021,2021-03-22,2021-03-28,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,86,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,86,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-03-28,2021-03-28,2021-03-22,2021-03-01,2021-01-01,2021-01-01,28,7,Sunday,Sun,S,12,Week 12,W12,2021-12,2021,2021-03-22,2021-03-28,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,87,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,87,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-03-29,2021-03-29,2021-03-29,2021-03-01,2021-01-01,2021-01-01,29,1,Monday,Mon,M,13,Week 13,W13,2021-13,2021,2021-03-29,2021-04-04,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,88,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,88,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-03-30,2021-03-30,2021-03-29,2021-03-01,2021-01-01,2021-01-01,30,2,Tuesday,Tue,T,13,Week 13,W13,2021-13,2021,2021-03-29,2021-04-04,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,89,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,89,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-03-31,2021-03-31,2021-03-29,2021-03-01,2021-01-01,2021-01-01,31,3,Wednesday,Wed,W,13,Week 13,W13,2021-13,2021,2021-03-29,2021-04-04,3,March,Mar,2021-03,2021-03-01,2021-03-31,1,90,2021-1,Quarter 1,Q1,2021-01-01,2021-03-31,2021,90,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-01,2021-04-01,2021-03-29,2021-04-01,2021-04-01,2021-01-01,1,4,Thursday,Thur,R,13,Week 13,W13,2021-13,2021,2021-03-29,2021-04-04,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,1,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,91,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-02,2021-04-02,2021-03-29,2021-04-01,2021-04-01,2021-01-01,2,5,Friday,Fri,F,13,Week 13,W13,2021-13,2021,2021-03-29,2021-04-04,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,2,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,92,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-03,2021-04-03,2021-03-29,2021-04-01,2021-04-01,2021-01-01,3,6,Saturday,Sat,S,13,Week 13,W13,2021-13,2021,2021-03-29,2021-04-04,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,3,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,93,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-04-04,2021-04-04,2021-03-29,2021-04-01,2021-04-01,2021-01-01,4,7,Sunday,Sun,S,13,Week 13,W13,2021-13,2021,2021-03-29,2021-04-04,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,4,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,94,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-04-05,2021-04-05,2021-04-05,2021-04-01,2021-04-01,2021-01-01,5,1,Monday,Mon,M,14,Week 14,W14,2021-14,2021,2021-04-05,2021-04-11,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,5,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,95,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-06,2021-04-06,2021-04-05,2021-04-01,2021-04-01,2021-01-01,6,2,Tuesday,Tue,T,14,Week 14,W14,2021-14,2021,2021-04-05,2021-04-11,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,6,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,96,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-07,2021-04-07,2021-04-05,2021-04-01,2021-04-01,2021-01-01,7,3,Wednesday,Wed,W,14,Week 14,W14,2021-14,2021,2021-04-05,2021-04-11,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,7,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,97,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-08,2021-04-08,2021-04-05,2021-04-01,2021-04-01,2021-01-01,8,4,Thursday,Thur,R,14,Week 14,W14,2021-14,2021,2021-04-05,2021-04-11,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,8,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,98,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-09,2021-04-09,2021-04-05,2021-04-01,2021-04-01,2021-01-01,9,5,Friday,Fri,F,14,Week 14,W14,2021-14,2021,2021-04-05,2021-04-11,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,9,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,99,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-10,2021-04-10,2021-04-05,2021-04-01,2021-04-01,2021-01-01,10,6,Saturday,Sat,S,14,Week 14,W14,2021-14,2021,2021-04-05,2021-04-11,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,10,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,100,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-04-11,2021-04-11,2021-04-05,2021-04-01,2021-04-01,2021-01-01,11,7,Sunday,Sun,S,14,Week 14,W14,2021-14,2021,2021-04-05,2021-04-11,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,11,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,101,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-04-12,2021-04-12,2021-04-12,2021-04-01,2021-04-01,2021-01-01,12,1,Monday,Mon,M,15,Week 15,W15,2021-15,2021,2021-04-12,2021-04-18,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,12,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,102,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-13,2021-04-13,2021-04-12,2021-04-01,2021-04-01,2021-01-01,13,2,Tuesday,Tue,T,15,Week 15,W15,2021-15,2021,2021-04-12,2021-04-18,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,13,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,103,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-14,2021-04-14,2021-04-12,2021-04-01,2021-04-01,2021-01-01,14,3,Wednesday,Wed,W,15,Week 15,W15,2021-15,2021,2021-04-12,2021-04-18,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,14,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,104,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-15,2021-04-15,2021-04-12,2021-04-01,2021-04-01,2021-01-01,15,4,Thursday,Thur,R,15,Week 15,W15,2021-15,2021,2021-04-12,2021-04-18,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,15,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,105,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-16,2021-04-16,2021-04-12,2021-04-01,2021-04-01,2021-01-01,16,5,Friday,Fri,F,15,Week 15,W15,2021-15,2021,2021-04-12,2021-04-18,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,16,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,106,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-17,2021-04-17,2021-04-12,2021-04-01,2021-04-01,2021-01-01,17,6,Saturday,Sat,S,15,Week 15,W15,2021-15,2021,2021-04-12,2021-04-18,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,17,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,107,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-04-18,2021-04-18,2021-04-12,2021-04-01,2021-04-01,2021-01-01,18,7,Sunday,Sun,S,15,Week 15,W15,2021-15,2021,2021-04-12,2021-04-18,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,18,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,108,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-04-19,2021-04-19,2021-04-19,2021-04-01,2021-04-01,2021-01-01,19,1,Monday,Mon,M,16,Week 16,W16,2021-16,2021,2021-04-19,2021-04-25,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,19,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,109,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-20,2021-04-20,2021-04-19,2021-04-01,2021-04-01,2021-01-01,20,2,Tuesday,Tue,T,16,Week 16,W16,2021-16,2021,2021-04-19,2021-04-25,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,20,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,110,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-21,2021-04-21,2021-04-19,2021-04-01,2021-04-01,2021-01-01,21,3,Wednesday,Wed,W,16,Week 16,W16,2021-16,2021,2021-04-19,2021-04-25,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,21,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,111,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-22,2021-04-22,2021-04-19,2021-04-01,2021-04-01,2021-01-01,22,4,Thursday,Thur,R,16,Week 16,W16,2021-16,2021,2021-04-19,2021-04-25,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,22,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,112,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-23,2021-04-23,2021-04-19,2021-04-01,2021-04-01,2021-01-01,23,5,Friday,Fri,F,16,Week 16,W16,2021-16,2021,2021-04-19,2021-04-25,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,23,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,113,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-24,2021-04-24,2021-04-19,2021-04-01,2021-04-01,2021-01-01,24,6,Saturday,Sat,S,16,Week 16,W16,2021-16,2021,2021-04-19,2021-04-25,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,24,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,114,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-04-25,2021-04-25,2021-04-19,2021-04-01,2021-04-01,2021-01-01,25,7,Sunday,Sun,S,16,Week 16,W16,2021-16,2021,2021-04-19,2021-04-25,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,25,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,115,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-04-26,2021-04-26,2021-04-26,2021-04-01,2021-04-01,2021-01-01,26,1,Monday,Mon,M,17,Week 17,W17,2021-17,2021,2021-04-26,2021-05-02,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,26,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,116,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-27,2021-04-27,2021-04-26,2021-04-01,2021-04-01,2021-01-01,27,2,Tuesday,Tue,T,17,Week 17,W17,2021-17,2021,2021-04-26,2021-05-02,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,27,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,117,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-28,2021-04-28,2021-04-26,2021-04-01,2021-04-01,2021-01-01,28,3,Wednesday,Wed,W,17,Week 17,W17,2021-17,2021,2021-04-26,2021-05-02,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,28,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,118,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-29,2021-04-29,2021-04-26,2021-04-01,2021-04-01,2021-01-01,29,4,Thursday,Thur,R,17,Week 17,W17,2021-17,2021,2021-04-26,2021-05-02,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,29,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,119,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-04-30,2021-04-30,2021-04-26,2021-04-01,2021-04-01,2021-01-01,30,5,Friday,Fri,F,17,Week 17,W17,2021-17,2021,2021-04-26,2021-05-02,4,April,Apr,2021-04,2021-04-01,2021-04-30,2,30,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,120,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-01,2021-05-01,2021-04-26,2021-05-01,2021-04-01,2021-01-01,1,6,Saturday,Sat,S,17,Week 17,W17,2021-17,2021,2021-04-26,2021-05-02,5,May,May,2021-05,2021-05-01,2021-05-31,2,31,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,121,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-05-02,2021-05-02,2021-04-26,2021-05-01,2021-04-01,2021-01-01,2,7,Sunday,Sun,S,17,Week 17,W17,2021-17,2021,2021-04-26,2021-05-02,5,May,May,2021-05,2021-05-01,2021-05-31,2,32,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,122,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-05-03,2021-05-03,2021-05-03,2021-05-01,2021-04-01,2021-01-01,3,1,Monday,Mon,M,18,Week 18,W18,2021-18,2021,2021-05-03,2021-05-09,5,May,May,2021-05,2021-05-01,2021-05-31,2,33,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,123,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-04,2021-05-04,2021-05-03,2021-05-01,2021-04-01,2021-01-01,4,2,Tuesday,Tue,T,18,Week 18,W18,2021-18,2021,2021-05-03,2021-05-09,5,May,May,2021-05,2021-05-01,2021-05-31,2,34,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,124,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-05,2021-05-05,2021-05-03,2021-05-01,2021-04-01,2021-01-01,5,3,Wednesday,Wed,W,18,Week 18,W18,2021-18,2021,2021-05-03,2021-05-09,5,May,May,2021-05,2021-05-01,2021-05-31,2,35,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,125,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-06,2021-05-06,2021-05-03,2021-05-01,2021-04-01,2021-01-01,6,4,Thursday,Thur,R,18,Week 18,W18,2021-18,2021,2021-05-03,2021-05-09,5,May,May,2021-05,2021-05-01,2021-05-31,2,36,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,126,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-07,2021-05-07,2021-05-03,2021-05-01,2021-04-01,2021-01-01,7,5,Friday,Fri,F,18,Week 18,W18,2021-18,2021,2021-05-03,2021-05-09,5,May,May,2021-05,2021-05-01,2021-05-31,2,37,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,127,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-08,2021-05-08,2021-05-03,2021-05-01,2021-04-01,2021-01-01,8,6,Saturday,Sat,S,18,Week 18,W18,2021-18,2021,2021-05-03,2021-05-09,5,May,May,2021-05,2021-05-01,2021-05-31,2,38,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,128,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-05-09,2021-05-09,2021-05-03,2021-05-01,2021-04-01,2021-01-01,9,7,Sunday,Sun,S,18,Week 18,W18,2021-18,2021,2021-05-03,2021-05-09,5,May,May,2021-05,2021-05-01,2021-05-31,2,39,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,129,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-05-10,2021-05-10,2021-05-10,2021-05-01,2021-04-01,2021-01-01,10,1,Monday,Mon,M,19,Week 19,W19,2021-19,2021,2021-05-10,2021-05-16,5,May,May,2021-05,2021-05-01,2021-05-31,2,40,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,130,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-11,2021-05-11,2021-05-10,2021-05-01,2021-04-01,2021-01-01,11,2,Tuesday,Tue,T,19,Week 19,W19,2021-19,2021,2021-05-10,2021-05-16,5,May,May,2021-05,2021-05-01,2021-05-31,2,41,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,131,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-12,2021-05-12,2021-05-10,2021-05-01,2021-04-01,2021-01-01,12,3,Wednesday,Wed,W,19,Week 19,W19,2021-19,2021,2021-05-10,2021-05-16,5,May,May,2021-05,2021-05-01,2021-05-31,2,42,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,132,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-13,2021-05-13,2021-05-10,2021-05-01,2021-04-01,2021-01-01,13,4,Thursday,Thur,R,19,Week 19,W19,2021-19,2021,2021-05-10,2021-05-16,5,May,May,2021-05,2021-05-01,2021-05-31,2,43,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,133,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-14,2021-05-14,2021-05-10,2021-05-01,2021-04-01,2021-01-01,14,5,Friday,Fri,F,19,Week 19,W19,2021-19,2021,2021-05-10,2021-05-16,5,May,May,2021-05,2021-05-01,2021-05-31,2,44,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,134,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-15,2021-05-15,2021-05-10,2021-05-01,2021-04-01,2021-01-01,15,6,Saturday,Sat,S,19,Week 19,W19,2021-19,2021,2021-05-10,2021-05-16,5,May,May,2021-05,2021-05-01,2021-05-31,2,45,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,135,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-05-16,2021-05-16,2021-05-10,2021-05-01,2021-04-01,2021-01-01,16,7,Sunday,Sun,S,19,Week 19,W19,2021-19,2021,2021-05-10,2021-05-16,5,May,May,2021-05,2021-05-01,2021-05-31,2,46,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,136,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-05-17,2021-05-17,2021-05-17,2021-05-01,2021-04-01,2021-01-01,17,1,Monday,Mon,M,20,Week 20,W20,2021-20,2021,2021-05-17,2021-05-23,5,May,May,2021-05,2021-05-01,2021-05-31,2,47,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,137,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-18,2021-05-18,2021-05-17,2021-05-01,2021-04-01,2021-01-01,18,2,Tuesday,Tue,T,20,Week 20,W20,2021-20,2021,2021-05-17,2021-05-23,5,May,May,2021-05,2021-05-01,2021-05-31,2,48,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,138,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-19,2021-05-19,2021-05-17,2021-05-01,2021-04-01,2021-01-01,19,3,Wednesday,Wed,W,20,Week 20,W20,2021-20,2021,2021-05-17,2021-05-23,5,May,May,2021-05,2021-05-01,2021-05-31,2,49,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,139,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-20,2021-05-20,2021-05-17,2021-05-01,2021-04-01,2021-01-01,20,4,Thursday,Thur,R,20,Week 20,W20,2021-20,2021,2021-05-17,2021-05-23,5,May,May,2021-05,2021-05-01,2021-05-31,2,50,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,140,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-21,2021-05-21,2021-05-17,2021-05-01,2021-04-01,2021-01-01,21,5,Friday,Fri,F,20,Week 20,W20,2021-20,2021,2021-05-17,2021-05-23,5,May,May,2021-05,2021-05-01,2021-05-31,2,51,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,141,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-22,2021-05-22,2021-05-17,2021-05-01,2021-04-01,2021-01-01,22,6,Saturday,Sat,S,20,Week 20,W20,2021-20,2021,2021-05-17,2021-05-23,5,May,May,2021-05,2021-05-01,2021-05-31,2,52,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,142,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-05-23,2021-05-23,2021-05-17,2021-05-01,2021-04-01,2021-01-01,23,7,Sunday,Sun,S,20,Week 20,W20,2021-20,2021,2021-05-17,2021-05-23,5,May,May,2021-05,2021-05-01,2021-05-31,2,53,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,143,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-05-24,2021-05-24,2021-05-24,2021-05-01,2021-04-01,2021-01-01,24,1,Monday,Mon,M,21,Week 21,W21,2021-21,2021,2021-05-24,2021-05-30,5,May,May,2021-05,2021-05-01,2021-05-31,2,54,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,144,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-25,2021-05-25,2021-05-24,2021-05-01,2021-04-01,2021-01-01,25,2,Tuesday,Tue,T,21,Week 21,W21,2021-21,2021,2021-05-24,2021-05-30,5,May,May,2021-05,2021-05-01,2021-05-31,2,55,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,145,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-26,2021-05-26,2021-05-24,2021-05-01,2021-04-01,2021-01-01,26,3,Wednesday,Wed,W,21,Week 21,W21,2021-21,2021,2021-05-24,2021-05-30,5,May,May,2021-05,2021-05-01,2021-05-31,2,56,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,146,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-27,2021-05-27,2021-05-24,2021-05-01,2021-04-01,2021-01-01,27,4,Thursday,Thur,R,21,Week 21,W21,2021-21,2021,2021-05-24,2021-05-30,5,May,May,2021-05,2021-05-01,2021-05-31,2,57,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,147,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-05-28,2021-05-28,2021-05-24,2021-05-01,2021-04-01,2021-01-01,28,5,Friday,Fri,F,21,Week 21,W21,2021-21,2021,2021-05-24,2021-05-30,5,May,May,2021-05,2021-05-01,2021-05-31,2,58,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,148,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
